,name,wins,losses,draws,height,weight,reach,stance,dob,sig_str_pm,str_acc,strikes_abs_pm,sig_str_def,td_avg,td_acc,td_def,sub_avg
1344,Pablo Garza,12,4,0,"6' 1""",145 lbs.,"73""",Orthodox,"Sep 16, 1983",3.37,44%,2.70,50%,0.94,25%,15%,1.3
1345,Azamat Gashimov,8,3,0,"5' 6""",125 lbs.,--,Orthodox,"Apr 07, 1990",1.24,21%,4.75,53%,1.69,25%,0%,0.0
1346,Brian Gassaway,29,20,2 (1 NC),"6' 1""",170 lbs.,--,Orthodox,"Aug 07, 1972",0.34,26%,3.65,44%,0.00,0%,42%,0.0
1347,Kelvin Gastelum,21,10,0 (1 NC),"5' 9""",185 lbs.,"71""",Southpaw,"Oct 24, 1991",3.67,42%,3.53,57%,1.01,34%,60%,0.1
1348,Willie Gates,12,7,0,"5' 8""",125 lbs.,"72""",Orthodox,"Jan 21, 1987",1.80,38%,4.28,38%,0.00,0%,67%,0.4
1349,Melissa Gatto,9,2,2,"5' 5""",135 lbs.,"69""",Orthodox,"May 02, 1996",3.78,49%,2.84,54%,1.47,28%,63%,0.5
1350,Sean Gauci,10,1,0,"5' 5""",125 lbs.,"64""",Switch,"Oct 07, 1996",5.07,59%,5.80,68%,4.00,44%,100%,0.0
1351,Louis Gaudinot,8,4,0 (1 NC),"5' 3""",125 lbs.,"63""",Orthodox,"Aug 28, 1984",2.34,37%,6.42,48%,0.57,40%,31%,1.1
1352,Ateba Gautier,10,1,0,"6' 4""",185 lbs.,"81""",Switch,"Apr 10, 2002",4.44,48%,2.93,52%,0.49,100%,92%,0.0
1353,Manuel Gaxhja,7,0,0,"5' 8""",155 lbs.,--,Switch,"Jul 23, 1997",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1354,Shamil Gaziev,14,2,0,"6' 4""",265 lbs.,"78""",Orthodox,"Feb 10, 1990",2.62,47%,3.97,45%,0.93,30%,83%,0.3
1355,Charlene Gellner,0,4,0,"5' 2""",125 lbs.,--,,--,2.01,42%,3.24,43%,0.00,0%,0%,1.7
1356,Chad George,16,8,0,"5' 6""",135 lbs.,"68""",Southpaw,"Apr 30, 1982",1.26,50%,1.11,65%,3.08,46%,0%,1.3
1357,Paul Georgieff,6,2,0,"6' 2""",170 lbs.,--,Orthodox,"Sep 22, 1982",2.55,40%,2.34,35%,0.00,0%,0%,0.0
1358,Brian Geraghty,26,18,1,"5' 7""",155 lbs.,--,Orthodox,"Nov 04, 1980",0.47,25%,9.77,36%,0.00,0%,50%,0.0
1359,Derek Getzel,8,5,0,"6' 0""",155 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1360,Karine Gevorgyan,3,3,0,"5' 4""",125 lbs.,"63""",,"Mar 09, 1989",1.20,20%,1.80,76%,0.00,0%,0%,0.0
1361,Yanis Ghemmouri,12,3,0,"5' 9""",135 lbs.,"69""",Orthodox,"Jan 24, 1995",2.29,38%,5.14,35%,0.00,0%,0%,0.0
1362,Darrel Gholar,5,6,0,"5' 8""",194 lbs.,--,Orthodox,"Nov 07, 1962",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1363,Tiki Ghosn,10,7,1,"5' 10""",170 lbs.,--,Orthodox,"Feb 09, 1977",2.78,46%,2.94,58%,0.41,50%,61%,0.0
1364,Christos Giagos,20,12,0,"5' 10""",155 lbs.,"71""",Orthodox,"Jan 23, 1990",3.03,41%,3.21,50%,2.84,36%,52%,0.4
1365,Joe Giannetti,6,1,0,"6' 0""",155 lbs.,"74""",Southpaw,"Jul 05, 1995",1.93,38%,2.80,40%,1.00,16%,0%,0.0
1366,Nick Gibbons,2,1,0,"5' 10""",155 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1367,James Giboo,13,5,0,"5' 11""",170 lbs.,--,Orthodox,"Jan 06, 1978",1.20,27%,7.08,39%,0.00,0%,0%,0.0
1368,Lance Gibson,4,5,0,"5' 9""",185 lbs.,--,Orthodox,"Nov 20, 1970",1.21,75%,6.44,20%,0.00,0%,0%,0.0
1369,Lee Gibson,12,4,0,"5' 7""",155 lbs.,--,,"Jun 20, 1976",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1370,Cody Gibson,22,12,0,"5' 10""",135 lbs.,"71""",Orthodox,"Sep 11, 1987",3.63,46%,3.22,57%,2.12,37%,69%,0.6
1371,Chase Gibson,9,5,0,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 07, 1990",3.13,54%,6.40,52%,0.00,0%,0%,0.0
1372,Lance Gibson Jr.,9,2,0,"5' 9""",155 lbs.,"72""",,"Feb 02, 1995",2.00,41%,4.33,53%,2.00,66%,50%,0.0
1373,Kenny Giddens,12,7,0,"5' 11""",155 lbs.,--,,"Jan 24, 1985",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1374,Thomas Gifford,14,9,0 (2 NC),"6' 1""",155 lbs.,"75""",Orthodox,"Jul 26, 1992",3.97,37%,6.45,37%,0.50,33%,33%,0.0
1375,Joseph Gigliotti,7,2,0,"5' 11""",185 lbs.,--,Orthodox,"Aug 13, 1993",1.04,39%,2.92,45%,1.56,100%,50%,0.8
1376,Joey Gilbert,2,3,0,"5' 11""",155 lbs.,--,Orthodox,"Jun 05, 1976",0.61,42%,4.44,31%,0.00,0%,0%,0.0
1377,Trevin Giles,16,7,0,"6' 0""",170 lbs.,"74""",Orthodox,"Aug 06, 1992",3.17,54%,2.39,58%,1.07,50%,72%,0.3
1378,Kultar Gill,12,8,0,"6' 0""",154 lbs.,--,Orthodox,"Mar 24, 1979",1.14,50%,0.40,41%,1.71,66%,38%,0.0
1379,Jesse Gillespie,3,2,0,--,185 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1380,Gregor Gillespie,14,1,0,"5' 7""",155 lbs.,"71""",Orthodox,"Nov 13, 1986",3.74,52%,2.30,57%,6.86,48%,100%,0.8
1381,Jason Gilliam,14,9,0,"6' 0""",170 lbs.,--,Orthodox,"Oct 31, 1972",0.79,33%,3.14,42%,0.00,0%,0%,0.0
1382,Micheal Gillmore,6,5,0,"5' 11""",170 lbs.,"72""",Orthodox,"Mar 28, 1987",2.04,57%,3.02,43%,0.00,0%,50%,0.0
1383,Krishaun Gilmore,0,1,0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1384,Alex Gilpin,11,1,0,"5' 7""",145 lbs.,--,Orthodox,"Mar 26, 1992",6.80,54%,12.29,42%,2.17,25%,0%,2.2
1385,Bob Gilstrap,5,7,0,"6' 3""",200 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1386,Max Gimenis,6,2,0,"6' 2""",256 lbs.,"75""",Orthodox,"Apr 14, 1993",3.21,42%,9.64,47%,0.00,0%,0%,0.0
1387,Eperaim Ginting,6,1,0,"5' 4""",135 lbs.,"64""",Orthodox,"Nov 30, 1995",0.00,0%,0.00,100%,15.52,100%,0%,0.0
1388,Demetrius Gioulacos,0,1,0,"5' 11""",185 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1389,Billy Giovanella,9,5,0,"5' 8""",125 lbs.,--,,"Aug 20, 1985",1.27,40%,2.02,52%,0.87,12%,100%,1.7
1390,He-Man Gipson,1,2,0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1391,Israel Giron,19,5,0,"5' 8""",155 lbs.,--,,"Jan 16, 1974",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1392,Brandon Girtz,14,7,0,"5' 7""",155 lbs.,--,,"Mar 06, 1985",2.50,60%,1.92,47%,5.76,100%,100%,0.0
1393,Jason Glaza,3,2,0,"6' 0""",230 lbs.,--,,--,4.34,54%,0.43,40%,4.34,100%,0%,4.3
1394,Mike Glenn,5,6,0,--,205 lbs.,--,,"Oct 09, 1977",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1395,Ricky Glenn,22,9,2,"6' 0""",170 lbs.,"70""",Southpaw,"Apr 12, 1989",3.79,42%,4.30,51%,0.72,13%,69%,0.4
1396,Ivan Gnizditskiy,5,0,0,--,205 lbs.,--,,"May 10, 1996",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1397,Mark Godbeer,13,4,0,"6' 4""",240 lbs.,"77""",Orthodox,"Nov 22, 1983",3.97,53%,3.30,54%,0.00,0%,28%,0.0
1398,Clint Godfrey,13,3,0,"5' 6""",135 lbs.,--,Southpaw,"Oct 21, 1982",0.57,31%,0.96,65%,0.85,25%,50%,0.0
1399,Loopy Godinez,14,5,0,"5' 2""",115 lbs.,"61""",Orthodox,"Sep 06, 1993",4.51,49%,4.03,62%,2.96,41%,81%,0.9
1400,Jason Godsey,16,16,0,"6' 2""",230 lbs.,--,Orthodox,"Jan 01, 1964",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1401,Allan Goes,10,5,2,"6' 0""",205 lbs.,--,Orthodox,"Apr 20, 1971",0.64,52%,1.35,41%,1.75,40%,0%,2.6
1402,Billy Ray Goff,9,4,0,"5' 10""",170 lbs.,"72""",Switch,"Jun 18, 1998",7.51,46%,5.02,59%,1.75,16%,66%,0.0
1403,Amiran Gogoladze,14,3,0,"6' 1""",170 lbs.,"74""",Switch,"Dec 09, 1997",1.64,66%,0.82,0%,0.00,0%,0%,0.0
1404,Jonny Goh,3,4,0,"5' 11""",155 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1405,Hannah Goldy,6,4,0,"5' 4""",115 lbs.,"61""",Orthodox,"May 18, 1992",5.19,47%,4.67,50%,0.66,12%,54%,0.2
1406,Marcelo Golm,6,3,0,"6' 3""",249 lbs.,"75""",Orthodox,"Sep 15, 1992",4.27,58%,4.30,45%,0.45,50%,87%,0.5
1407,Denise Gomes,12,3,0,"5' 2""",115 lbs.,"63""",Orthodox,"Dec 30, 1999",4.43,49%,3.16,51%,1.45,34%,66%,0.7
1408,Sergio Gomez,10,3,0,"5' 6""",155 lbs.,--,Orthodox,"Apr 29, 1982",1.50,42%,1.16,56%,2.57,66%,31%,0.0
1409,Frank Gomez,10,6,0,"5' 10""",135 lbs.,"67""",Orthodox,"Mar 31, 1986",1.52,48%,0.79,66%,1.14,60%,70%,0.8
1410,Alan Gomez,2,0,0,--,155 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1411,David Gomez,1,2,0,--,155 lbs.,--,,"Aug 08, 1983",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1412,Ulysses Gomez,9,5,0,"5' 6""",125 lbs.,--,Orthodox,"May 25, 1983",2.72,25%,3.57,68%,0.00,0%,0%,0.0
1413,Joey Gomez,6,2,0,"5' 10""",135 lbs.,"73""",Orthodox,"Jul 21, 1986",2.44,28%,4.46,55%,0.62,100%,50%,0.0
1414,Luis Gomez,4,1,0,"5' 7""",145 lbs.,"68""",Orthodox,"Jan 28, 1995",1.57,33%,4.03,55%,4.48,50%,33%,0.0
1415,Joey Gomez,7,1,0,"5' 10""",155 lbs.,"71""",Orthodox,"Aug 29, 1989",3.73,49%,3.33,50%,2.00,28%,0%,0.0
1416,Edson Gomez,6,2,0,"5' 8""",170 lbs.,"69""",Switch,"Feb 23, 1991",2.66,32%,8.78,45%,0.00,0%,0%,0.0
1417,Silvana Gomez Juarez,11,5,0,"5' 3""",115 lbs.,"65""",Orthodox,"Dec 06, 1984",4.26,32%,4.04,61%,0.00,0%,30%,0.0
1418,Takanori Gomi,35,14,0 (1 NC),"5' 7""",155 lbs.,"70""",Southpaw,"Sep 22, 1978",3.81,41%,3.52,60%,1.23,65%,63%,0.8
1419,William Gomis,15,3,0,"6' 0""",145 lbs.,"73""",Southpaw,"Jun 13, 1997",3.48,49%,2.76,61%,0.86,38%,72%,0.3
1420,Akihiro Gono,35,21,8,"5' 7""",170 lbs.,"68""",Switch,"Oct 07, 1974",2.18,48%,2.67,63%,1.01,84%,46%,0.5
1421,Gabriel Gonzaga,17,11,0,"6' 2""",242 lbs.,"76""",Orthodox,"May 18, 1979",2.12,45%,2.94,57%,2.80,39%,66%,1.1
1422,Justin Gonzales,6,0,0,"5' 9""",145 lbs.,"72""",Orthodox,"Apr 28, 1991",6.67,80%,0.87,43%,14.00,73%,100%,0.0
1423,Fernando Gonzalez,26,14,0,"5' 9""",170 lbs.,"68""",Southpaw,"Sep 15, 1983",4.47,47%,4.03,65%,0.86,33%,43%,1.4
1424,Nick Gonzalez,17,12,0 (1 NC),"5' 6""",155 lbs.,--,Orthodox,"Mar 03, 1981",0.59,20%,2.35,33%,0.00,0%,50%,0.0
1425,Fabian Gonzalez,2,1,0,"5' 10""",135 lbs.,--,,--,3.90,48%,4.39,51%,0.00,0%,66%,0.0
1426,Lewis Gonzalez,11,3,0,"5' 10""",170 lbs.,--,Orthodox,"Sep 19, 1987",1.40,37%,1.87,41%,2.00,33%,62%,0.0
1427,Jason Gonzalez,11,5,0,"6' 2""",155 lbs.,"74""",Southpaw,"Feb 28, 1990",3.06,39%,3.13,58%,0.00,0%,30%,1.0
1428,Pearl Gonzalez,6,3,0,"5' 4""",115 lbs.,--,Orthodox,"Aug 12, 1986",2.23,37%,4.07,57%,1.04,11%,0%,0.5
1429,Jorge Gonzalez,16,4,0,"6' 2""",205 lbs.,"76""",Orthodox,"Feb 29, 1984",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1430,Mikey Gonzalez,7,2,0,"5' 11""",155 lbs.,"74""",Orthodox,"Aug 13, 1985",0.91,16%,14.55,11%,0.00,0%,0%,0.0
1431,Erick Gonzalez,14,8,0,"5' 11""",155 lbs.,"75""",Orthodox,"Jan 20, 1992",2.40,36%,8.08,40%,6.00,55%,50%,0.0
1432,Jennifer Gonzalez,13,5,0,"5' 2""",125 lbs.,--,,"Mar 22, 1986",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1433,Kier Gooch,2,7,0,--,155 lbs.,--,,"Apr 21, 1986",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1434,Lyman Good,21,6,0 (1 NC),"6' 0""",170 lbs.,"74""",Orthodox,"May 26, 1985",5.34,48%,4.01,63%,0.27,100%,75%,0.0
1435,Jared Gooden,23,10,0,"6' 0""",170 lbs.,"77""",Orthodox,"Dec 05, 1993",4.40,48%,6.74,45%,0.91,45%,65%,0.4
1436,Gary Goodridge,23,22,1,"6' 3""",249 lbs.,--,Orthodox,"Jan 17, 1966",1.84,56%,2.14,48%,0.40,100%,53%,0.8
1437,Jordan Goodwin,0,0,0,--,155 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1438,Gerard Gordeau,2,2,0,"6' 5""",216 lbs.,--,Orthodox,"Mar 30, 1959",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1439,Eddie Gordon,8,4,0,"6' 0""",185 lbs.,"76""",Orthodox,"Jul 22, 1983",2.03,32%,2.57,60%,1.93,83%,63%,0.0
1440,Jared Gordon,21,8,0 (1 NC),"5' 9""",155 lbs.,"68""",Orthodox,"Sep 06, 1988",5.64,53%,4.14,55%,1.78,32%,60%,0.0
1441,Tebaris Gordon,3,1,0,"6' 1""",265 lbs.,--,Orthodox,"Jul 19, 1988",3.53,16%,49.41,22%,0.00,0%,0%,0.0
1442,Malcolm Gordon,14,8,0,"5' 7""",125 lbs.,"71""",Switch,"May 19, 1990",2.50,45%,2.00,43%,1.72,35%,26%,1.0
1443,Tresean Gore,6,4,0,"6' 0""",185 lbs.,"75""",Switch,"Jun 21, 1994",2.76,42%,7.48,40%,1.83,75%,88%,0.9
1444,Alex Gorgees,6,1,0,"6' 2""",155 lbs.,"74""",Switch,"Aug 11, 1995",0.67,32%,2.27,38%,0.00,0%,54%,0.0
1445,Themba Gorimbo,14,6,0,"6' 1""",170 lbs.,"77""",Orthodox,"Jan 23, 1991",2.72,60%,1.32,51%,5.07,65%,72%,0.4
1446,Tim Gorman,9,4,0,"5' 5""",135 lbs.,--,Southpaw,"Apr 29, 1983",2.73,31%,5.57,46%,1.00,9%,33%,0.0
1447,Chase Gormley,14,6,0 (1 NC),"6' 3""",265 lbs.,--,Orthodox,"Aug 11, 1983",3.60,42%,6.03,44%,3.12,42%,0%,1.0
1448,Jonathan Goulet,23,12,0 (1 NC),"6' 0""",170 lbs.,"73""",Orthodox,"Jul 13, 1979",1.61,41%,2.01,46%,4.17,70%,45%,0.6
1449,Thibault Gouti,12,5,0,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 27, 1987",3.68,34%,5.64,50%,1.23,80%,83%,0.3
1450,Wilson Gouveia,14,8,0,"6' 1""",185 lbs.,"76""",Orthodox,"Oct 03, 1978",3.02,39%,4.06,56%,0.90,66%,57%,2.2
1451,Todd Gouwenberg,9,5,0,"6' 1""",205 lbs.,--,Orthodox,"Sep 25, 1974",0.52,23%,2.93,42%,1.57,33%,50%,0.0
1452,Hugo Govea,0,1,0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1453,Justin Governale,5,5,0,--,145 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1454,Damian Grabowski,20,5,0,"6' 1""",241 lbs.,"75""",Orthodox,"May 12, 1980",4.00,36%,7.65,51%,0.00,0%,0%,0.0
1455,Patryk Grabowski,5,1,0,--,205 lbs.,--,,"Nov 12, 1995",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1456,Royce Gracie,15,2,3,"6' 1""",175 lbs.,--,Southpaw,"Dec 12, 1966",0.88,41%,1.13,37%,0.00,0%,66%,0.8
1457,Crosley Gracie,2,2,0,"5' 9""",190 lbs.,--,Orthodox,"Jul 18, 1979",1.69,37%,1.54,60%,3.46,85%,50%,0.6
1458,Daniel Gracie,5,4,1,"6' 2""",225 lbs.,--,Orthodox,"Jun 28, 1972",1.90,38%,1.33,59%,0.36,100%,80%,2.1
1459,Ralph Gracie,6,1,0,"5' 9""",183 lbs.,--,Orthodox,"May 25, 1971",0.86,37%,1.72,31%,0.00,0%,25%,4.0
1460,Renzo Gracie,13,7,1 (1 NC),"5' 10""",185 lbs.,--,Orthodox,"Mar 11, 1967",1.71,41%,1.67,55%,1.13,20%,40%,0.8
1461,Rickson Gracie,11,0,0,"5' 10""",185 lbs.,--,Switch,"Nov 20, 1958",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1462,Rodrigo Gracie,6,2,1,"6' 0""",183 lbs.,--,Orthodox,"Apr 11, 1975",1.34,51%,0.86,46%,1.49,50%,75%,0.4
1463,Royler Gracie,5,5,1,"5' 8""",150 lbs.,--,Southpaw,"Dec 06, 1965",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1464,Ryan Gracie,5,2,0,"5' 9""",200 lbs.,--,Orthodox,"Aug 14, 1974",0.82,61%,0.50,40%,2.83,75%,25%,0.9
1465,Ralek Gracie,3,1,0,"6' 2""",210 lbs.,--,Orthodox,"Oct 04, 1985",1.61,46%,1.05,55%,2.50,75%,0%,1.7
1466,Rolles Gracie,8,4,0,"6' 4""",242 lbs.,--,Orthodox,"Jul 14, 1978",2.30,32%,3.38,55%,2.30,10%,0%,0.0
1467,Cesar Gracie,0,1,0,"5' 10""",181 lbs.,--,Orthodox,--,0.00,0%,17.14,50%,0.00,0%,0%,0.0
1468,Roger Gracie,8,2,0,"6' 4""",185 lbs.,"79""",Orthodox,"Sep 26, 1981",1.78,35%,1.79,61%,1.87,53%,60%,1.9
1469,Igor Gracie,5,4,0,"5' 11""",170 lbs.,--,,"Feb 04, 1980",1.86,60%,0.99,50%,3.72,50%,0%,3.7
1470,Neiman Gracie,6,0,0,"6' 0""",170 lbs.,--,,--,0.77,100%,0.38,75%,5.77,100%,0%,5.8
1471,Kron Gracie,5,3,0,"5' 9""",145 lbs.,"70""",Southpaw,"Jul 11, 1988",2.95,42%,5.73,51%,0.35,25%,0%,0.7
1472,Bogdan Grad,15,4,0,"5' 8""",145 lbs.,"70""",Orthodox,"Sep 28, 1995",4.06,51%,5.06,49%,4.22,40%,75%,0.0
1473,Steven Graham,2,1,0,"6' 1""",290 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1474,Scott Graham,3,1,0,"6' 4""",185 lbs.,--,Orthodox,--,0.91,42%,2.27,28%,0.00,0%,0%,0.0
1475,Miranda Granger,7,3,0,"5' 7""",115 lbs.,"68""",Orthodox,"Apr 13, 1992",2.79,47%,2.57,57%,0.00,0%,33%,0.0
1476,TJ Grant,21,5,0,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 26, 1984",3.95,54%,3.21,56%,1.63,43%,36%,0.6
1477,Davey Grant,17,8,0,"5' 8""",135 lbs.,"69""",Orthodox,"Dec 18, 1985",5.14,44%,3.82,55%,1.03,40%,63%,0.2
1478,Dwight Grant,11,6,0,"6' 1""",185 lbs.,"76""",Switch,"Sep 14, 1984",3.29,36%,2.66,60%,0.61,100%,66%,0.0
1479,Alexa Grasso,16,5,1,"5' 5""",125 lbs.,"66""",Orthodox,"Aug 09, 1993",4.11,41%,3.73,58%,0.41,35%,54%,0.6
1480,Tony Gravely,23,9,0,"5' 5""",135 lbs.,"69""",Orthodox,"Sep 28, 1991",3.82,48%,4.47,44%,5.40,41%,52%,0.3
1481,Michael Graves,6,0,1,"5' 10""",170 lbs.,"71""",Orthodox,"Jan 08, 1991",1.25,54%,1.47,58%,4.80,52%,66%,0.4
1482,Shelton Graves,7,3,0,"6' 2""",255 lbs.,"76""",Southpaw,"Oct 23, 1985",2.19,69%,0.81,33%,4.86,57%,0%,0.0
1483,James Gray,4,1,0,"5' 9""",135 lbs.,--,Orthodox,"Oct 25, 1987",2.61,50%,18.26,44%,0.00,0%,0%,0.0
1484,Kevin Gray,9,4,0,"5' 4""",125 lbs.,"67""",Orthodox,"May 03, 1985",3.45,62%,4.48,66%,0.00,0%,0%,0.0
1485,Sam Greco,3,1,1,"6' 2""",205 lbs.,--,Orthodox,"May 03, 1967",2.40,75%,1.33,53%,0.00,0%,25%,1.0
1486,King Green,33,17,1 (1 NC),"5' 10""",155 lbs.,"71""",Orthodox,"Sep 09, 1986",6.30,52%,3.64,62%,1.21,40%,72%,0.3
1487,Desmond Green,23,8,0,"5' 10""",155 lbs.,"73""",Southpaw,"Oct 11, 1989",3.70,46%,2.51,69%,1.62,50%,75%,0.0
1488,Gabe Green,12,5,0,"5' 10""",155 lbs.,"73""",Switch,"May 02, 1993",5.60,45%,6.19,47%,0.71,50%,50%,0.5
1489,Maurice Greene,9,7,0,"6' 7""",258 lbs.,"80""",Orthodox,"Jul 05, 1986",3.28,45%,3.61,45%,0.00,0%,27%,0.4
1490,Matt Grice,15,5,0,"5' 8""",145 lbs.,"70""",Orthodox,"Jul 29, 1981",4.09,53%,2.69,56%,2.19,37%,82%,0.5
1491,Forrest Griffin,19,7,0,"6' 3""",205 lbs.,"77""",Orthodox,"Mar 16, 1979",4.38,36%,2.81,61%,1.05,48%,57%,0.7
1492,Tyson Griffin,16,8,0,"5' 6""",145 lbs.,"68""",Orthodox,"Apr 20, 1984",3.71,41%,2.30,65%,1.87,46%,59%,0.9
1493,Max Griffin,20,12,0,"5' 11""",170 lbs.,"76""",Orthodox,"Nov 29, 1985",3.76,47%,3.70,58%,1.28,40%,70%,0.3
1494,Jordan Griffin,18,9,0,"5' 10""",145 lbs.,"73""",Southpaw,"Feb 28, 1990",2.52,46%,3.02,50%,1.45,35%,42%,1.9
1495,Chad Griggs,11,3,0,"6' 1""",205 lbs.,"73""",Orthodox,"May 15, 1978",2.67,50%,2.22,46%,1.51,66%,41%,0.0
1496,Charalampos Grigoriou,8,5,0,"5' 7""",135 lbs.,"67""",Orthodox,"Mar 31, 1992",2.62,48%,3.97,46%,2.62,80%,90%,0.0
1497,Chuck Grigsby,23,10,0,"6' 6""",205 lbs.,--,Orthodox,"Aug 15, 1972",0.71,16%,3.29,46%,0.00,0%,66%,0.0
1498,Rodrigo Gripp de Sousa,7,9,0,"5' 11""",205 lbs.,--,Orthodox,--,0.48,23%,4.81,52%,0.00,0%,0%,9.6
1499,Maxim Grishin,32,10,2,"6' 3""",205 lbs.,"78""",Orthodox,"May 02, 1984",3.26,52%,2.27,58%,0.21,16%,66%,0.0
1500,Josh Grispi,14,5,0,"5' 11""",145 lbs.,"74""",Orthodox,"Oct 14, 1988",1.44,41%,3.71,50%,1.97,36%,16%,2.2
1501,Garrett Gross,11,7,0,"5' 9""",155 lbs.,--,Orthodox,"Aug 08, 1988",2.39,45%,1.67,46%,0.00,0%,52%,0.0
1502,Kendall Grove,23,17,0 (1 NC),"6' 6""",185 lbs.,"79""",Orthodox,"Nov 12, 1982",2.31,41%,2.40,54%,0.49,45%,56%,1.7
1503,Neil Grove,12,8,1,"6' 6""",265 lbs.,--,Orthodox,"Jan 18, 1971",0.00,0%,0.00,0%,0.00,0%,100%,14.3
1504,Chris Gruetzemacher,15,5,0,"5' 8""",155 lbs.,"68""",Orthodox,"Jun 16, 1986",6.18,57%,4.96,52%,0.21,50%,65%,0.0
1505,Vik Grujic,6,6,0,"5' 11""",170 lbs.,"73""",Orthodox,"Feb 06, 1977",2.24,48%,3.39,41%,1.18,33%,26%,0.4
1506,Mike Grundy,12,4,0,"5' 7""",145 lbs.,"72""",Orthodox,"Jan 03, 1987",2.09,45%,4.45,56%,4.06,28%,50%,0.4
1507,Wang Guan,20,1,1,"5' 9""",145 lbs.,"71""",Orthodox,"Mar 14, 1986",4.73,43%,3.27,60%,0.00,0%,0%,0.0
1508,Anthony Guarascio,3,1,0 (1 NC),"6' 2""",233 lbs.,"72""",Orthodox,"Feb 26, 1994",7.50,28%,41.25,35%,0.00,0%,0%,0.0
1509,Nandor Guelmino,11,5,1,"6' 3""",230 lbs.,--,,"Dec 20, 1975",3.62,56%,3.16,33%,0.00,0%,42%,0.0
1510,Fabricio Guerreiro,21,5,0 (1 NC),"5' 10""",145 lbs.,--,,"Jul 24, 1990",1.87,31%,2.20,67%,2.00,50%,0%,0.0
1511,Rainn Guerrero,5,2,0,"5' 6""",125 lbs.,"65""",Orthodox,"May 13, 1992",0.65,33%,0.87,50%,3.27,100%,0%,0.0
1512,Shannon Gugerty,15,7,0,"5' 10""",155 lbs.,"71""",Orthodox,"Dec 30, 1981",1.25,39%,1.88,58%,2.13,27%,50%,3.4
1513,Clay Guida,38,22,0,"5' 7""",155 lbs.,"70""",Orthodox,"Dec 08, 1981",2.63,33%,3.00,61%,3.10,35%,66%,0.6
1514,Jason Guida,19,28,0 (2 NC),"5' 10""",214 lbs.,--,,"Aug 04, 1977",1.87,40%,3.33,52%,1.00,14%,50%,1.0
1515,Melvin Guillard,32,18,2 (3 NC),"5' 9""",155 lbs.,"71""",Orthodox,"Mar 30, 1983",2.96,40%,1.85,66%,1.30,63%,61%,0.2
1516,Chris Guillen,13,16,0,"6' 0""",240 lbs.,--,Orthodox,"Dec 09, 1972",0.82,27%,1.91,36%,0.00,0%,0%,0.0
1517,Marcelo Guimaraes,9,2,1,"6' 0""",185 lbs.,"73""",Orthodox,"Jun 25, 1983",4.67,51%,4.41,62%,1.99,13%,0%,0.0
1518,Leonardo Guimaraes,11,5,0 (1 NC),"6' 0""",185 lbs.,--,Orthodox,"Apr 15, 1982",2.35,56%,2.99,44%,0.00,0%,52%,1.0
1519,Brad Gumm,10,6,1 (1 NC),"5' 11""",170 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1520,John Gunderson,35,16,2,"5' 9""",155 lbs.,"69""",Orthodox,"Jan 05, 1979",1.04,27%,1.71,58%,1.67,33%,11%,2.0
1521,John Gunther,5,1,0,"5' 9""",155 lbs.,"72""",Orthodox,"Nov 24, 1985",1.65,37%,3.72,46%,7.08,42%,0%,0.0
